"NAME" "INCHKEY" "SMILES" "RT"
"157" "Adenosine-3-monophosphate" "LNQVTSROQXJCDD-KQYNXXCUSA-N" "C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O)O" 8.875283
"158" "Adenosine" "OIRDTQYFTABQOQ-KQYNXXCUSA-N" "C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O" 4.767583
"159" "Adrenosterone" "RZRPTBIGEANTGU-IRIMSJTPSA-N" "C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4=O)C" 1.102567
"160" "Agmatine" "QYPPJABKJHAVHS-UHFFFAOYSA-N" "C(CCN=C(N)N)CN" 8.85445
"161" "Ala-Ala" "DEFJQIDDEAULHB-QWWZWVQMSA-N" "C[C@H](C(=O)N[C@H](C)C(=O)O)N" 8.303683
"162" "Ala-Ile" "ZSOICJZJSRWNHX-ACZMJKKPSA-N" "CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](C)N" 7.660433
"163" "Ala-Leu" "RDIKFPRVLJLMER-UHFFFAOYSA-N" "CC(C)CC(C(=O)O)NC(=O)C(C)N" 7.601666
"164" "Ala-Val" "LIWMQSWFLXEGMA-WDSKDSINSA-N" "C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N" 7.663733
"165" "Alanine" "QNAYBMKLOCPYGJ-REOHCLBHSA-N" "C[C@@H](C(=O)O)N" 8.04985
"166" "Albendazole" "HXHWSAZORRCQMX-UHFFFAOYSA-N" "CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC" 1.22065
"167" "Albuterol" "NDAUXUAQIAJITI-UHFFFAOYSA-N" "CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O" 5.54725
"168" "Alfuzosin" "WNMJYKCGWZFFKR-UHFFFAOYSA-N" "CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC" 4.286433
"169" "Allantoic acid" "NUCLJNSWZCHRKL-UHFFFAOYSA-N" "C(C(=O)O)(NC(=O)N)NC(=O)N" 8.564466
"170" "Alosetron" "JSWZEAMFRNKZNL-UHFFFAOYSA-N" "CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C" 4.190417
"171" "alpha-Galactosamine-1-phosphate" "YMJBYRVFGYXULK-VFUOTHLCSA-N" "C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)N)O)O)O" 7.061433
"172" "alpha-Methylene-gamma-butyrolactone" "GSLDEZOOOSBFGP-UHFFFAOYSA-N" "C=C1CCOC1=O" 1.045783
"173" "alpha-Santonin" "XJHDMGJURBVLLE-BOCCBSBMSA-N" "C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C" 1.073133
"174" "Alprazolam" "VREFGVBLTWBCJP-UHFFFAOYSA-N" "CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4" 1.344367
"175" "Altanserin" "SMYALUSCZJXWHG-UHFFFAOYSA-N" "C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S" 2.640117
"176" "AM 404" "IJBZOOZRAXHERC-DOFZRALJSA-N" "CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC1=CC=C(C=C1)O" 0.9686334
"177" "AM-251" "BUZAJRPLUGXRAB-UHFFFAOYSA-N" "CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I" 0.96605
"178" "Amantadine" "DKNWSYNQZKUICI-UHFFFAOYSA-N" "C1C2CC3CC1CC(C2)(C3)N" 4.882867
"179" "Amiloride" "XSDQTOBWRPYKKA-UHFFFAOYSA-N" "C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N" 5.522433
"180" "Amiodarone" "IYIKLHRQXLHMJQ-UHFFFAOYSA-N" "CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I" 1.8666
"181" "Amisulpride" "NTJOBXMMWNYJFB-UHFFFAOYSA-N" "CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC" 2.763383
"182" "Amlexanox" "SGRYPYWGNKJSDL-UHFFFAOYSA-N" "CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N" 1.806117
"183" "Amlodipine" "HTIQEAQVCYTUBX-UHFFFAOYSA-N" "CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN" 4.237033
"184" "Amphetamine" "KWTSXDURSIMDCE-QMMMGPOBSA-N" "C[C@@H](CC1=CC=CC=C1)N" 4.6019
"185" "Ampiroxicam" "LSNWBKACGXCGAJ-UHFFFAOYSA-N" "CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3" 0.9496167
"186" "Anagrelide" "OTBXOEAOVRKTNQ-UHFFFAOYSA-N" "C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31" 1.822767
"187" "Anastrozole" "YBBLVLTVTVSKRW-UHFFFAOYSA-N" "CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N" 0.9790667
"188" "Androstane-3,17-diol" "CBMYJHIOYJEBSB-UHFFFAOYSA-N" "CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O" 0.9910833
"189" "Androstenedione" "AEMFNILZOJDQLW-QAGGRKNESA-N" "C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C" 1.0936
"190" "Androsterone" "QGXBDMJGAMFCBF-HLUDHZFRSA-N" "C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O" 4.911033
"191" "Anserine" "MYYIAHXIVFADCU-QMMMGPOBSA-N" "CN1C=NC=C1C[C@@H](C(=O)O)NC(=O)CCN" 9.485833
"192" "Arachidonyl dopamine" "MVVPIAAVGAWJNQ-DOFZRALJSA-N" "CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCC1=CC(=C(C=C1)O)O" 1.14245
"193" "Argatroban" "KXNPVXPOPUZYGB-IOVMHBDKSA-N" "C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C" 5.445567
"194" "Arginine" "ODKSFYDXXFIFQN-BYPYZUCNSA-N" "C(C[C@@H](C(=O)O)N)CN=C(N)N" 9.4359
"195" "Aripiprazole" "CEUORZQYGODEFX-UHFFFAOYSA-N" "C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl" 3.135567
"196" "Asp-Glu" "CKAJHWFHHFSCDT-UHFFFAOYSA-N" "C(CC(=O)O)C(C(=O)O)NC(=O)C(CC(=O)O)N" 9.466367
"197" "Asp-Phe" "YZQCXOFQZKCETR-UWVGGRQHSA-N" "C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N" 8.1396
"198" "Asparagine" "DCXYFEDJOCDNAF-REOHCLBHSA-N" "C([C@@H](C(=O)[O-])[NH3+])C(=O)N" 8.651684
"199" "Aspartic acid" "CKLJMWTZIZZHCS-REOHCLBHSA-N" "C([C@@H](C(=O)O)N)C(=O)O" 9.168333
"200" "Atomexetine" "VHGCDTVCOLNTBX-QGZVFWFLSA-N" "CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2" 2.41665
"201" "Atropine" "RKUNBYITZUJHSG-FXUDXRNXSA-N" "CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3" 4.31935
"202" "Azasetron" "WUKZPHOXUVCQOR-UHFFFAOYSA-N" "CN1C(=O)COC2=C1C=C(C=C2C(=O)NC3CN4CCC3CC4)Cl" 4.661767
"203" "Balsalazide" "KONZVQJABTUMFX-NDENLUEZSA-N" "C1=CC(=CC=C1C(=O)NCCC(=O)O)N/N=C\2/C=CC(=O)C(=C2)C(=O)O" 4.849167
"204" "Beclomethasone" "NBMKJKDGKREAPL-DVTGEIKXSA-N" "C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C" 1.255667
"205" "Benactyzine" "IVQOFBKHQCTVQV-UHFFFAOYSA-N" "CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O" 2.159433
"206" "Benazepril" "XPCFTKFZXHTYIP-PMACEKPBSA-N" "CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O" 1.3267
"207" "Benidipine" "QZVNQOLPLYWLHQ-ZEQKJWHPSA-N" "CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC" 1.464033
"208" "Benproperine" "JTUQXGZRVLWBCR-UHFFFAOYSA-N" "CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3" 1.9884
"209" "Benzamide" "KXDAEFPNCMNJSK-UHFFFAOYSA-N" "C1=CC=C(C=C1)C(=O)N" 1.26575
"210" "Benzothiazole" "IOJUPLGTWVMSFF-UHFFFAOYSA-N" "C1=CC=C2C(=C1)N=CS2" 1.107517
"211" "Benzphetamine" "YXKTVDFXDRQTKV-UHFFFAOYSA-N" "CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2" 2.041567
"212" "Benzylacetate" "QUKGYYKBILRGFE-UHFFFAOYSA-N" "CC(=O)OCC1=CC=CC=C1" 8.707817
"213" "Bestatin" "VGGGPCQERPFHOB-RDBSUJKOSA-N" "CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O" 5.97635
"214" "beta-Alanine" "UCMIRNVEIXFBKS-UHFFFAOYSA-N" "C(CN)C(=O)O" 8.018233
"215" "beta-N-Methylaminoalanine" "UJVHVMNGOZXSOZ-VKHMYHEASA-N" "CNC[C@@H](C(=O)O)N" 9.323916
"216" "Betaine" "KWIUHFFTVRNATP-UHFFFAOYSA-N" "C[N+](C)(C)CC(=O)[O-]" 7.136933
"217" "Betaxolol" "NWIUTZDMDHAVTP-UHFFFAOYSA-N" "CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O" 3.045
"218" "Bifemelane" "QSQQPMHPCBLLGX-UHFFFAOYSA-N" "CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2" 2.463533
"219" "Bifonazole" "OCAPBUJLXMYKEJ-UHFFFAOYSA-N" "C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4" 1.193267
"220" "Biliverdin" "RCNSAJSGRJSBKK-NSQVQWHSSA-N" "CC\1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/N/C1=C\C4=NC(=O)C(=C4C)C=C)CCC(=O)O" 2.127133
"221" "Binospirone" "BVMYCHKQPGEOSI-UHFFFAOYSA-N" "C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3" 1.80345
"222" "Biotin" "YBJHBAHKTGYVGT-ZKWXMUAHSA-N" "C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2" 2.845883
"223" "Bisoprolol" "VHYCDWMUTMEGQY-UHFFFAOYSA-N" "CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O" 3.471033
"224" "Biuret" "OHJMTUPIZMNBFR-UHFFFAOYSA-N" "C(=O)(N)NC(=O)N" 2.72855
"225" "Bromazepam" "VMIYHDSEFNYJSL-UHFFFAOYSA-N" "C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3" 1.296567
"226" "Brucine" "RRKTZKIUPZVBMF-IBTVXLQLSA-N" "COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC" 4.5743
"227" "Buflomedil" "OWYLAEYXIQKAOL-UHFFFAOYSA-N" "COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC" 2.338167
"228" "Bupropion" "SNPPWIUOZRMYNY-UHFFFAOYSA-N" "CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C" 2.215117
"229" "Butanoic acid" "FERIUCNNQQJTOY-UHFFFAOYSA-N" "CCCC(=O)O" 10.1865
"230" "Cadaverine" "VHRGRCVQAFMJIZ-UHFFFAOYSA-N" "C(CCN)CCN" 8.992117
"231" "Caffeic acid" "QAIPRVGONGVQAS-DUXPYHPUSA-N" "C1=CC(=C(C=C1/C=C/C(=O)O)O)O" 1.80905
"232" "Caffeine" "RYYVLZVUVIJVGH-UHFFFAOYSA-N" "CN1C=NC2=C1C(=O)N(C(=O)N2C)C" 1.274717
"233" "Canavanine" "FSBIGDSBMBYOPN-VKHMYHEASA-N" "C(CON=C(N)N)[C@@H](C(=O)[O-])[NH3+]" 9.420217
"234" "Capsaicin" "YKPUWZUDDOIDPM-SOFGYWHQSA-N" "CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC" 0.9982833
"235" "Carbamazepine" "FFGPTBGBLSHEPO-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N" 1.2127
"236" "Carbocysteine" "GBFLZEXEOZUWRN-VKHMYHEASA-N" "C([C@@H](C(=O)O)N)SCC(=O)O" 9.036583
"237" "Carnitine" "PHIQHXFUZVPYII-ZCFIWIBFSA-N" "C[N+](C)(C)C[C@@H](CC(=O)[O-])O" 7.670467
"238" "Carnosine" "CQOVPNPJLQNMDC-ZETCQYMHSA-N" "C1=C(NC=N1)C[C@@H](C(=O)[O-])NC(=O)CC[NH3+]" 9.536966
"239" "Carvedilol" "OGHNVEJMJSYVRP-UHFFFAOYSA-N" "COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O" 3.17165
"240" "Cefaclor" "QYIYFLOTGYLRGG-GPCCPHFNSA-N" "C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl" 5.607183
"241" "Cefatrizine" "UOCJDOLVGGIYIQ-PBFPGSCMSA-N" "C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)CSC4=NNN=C4" 7.981033
"242" "Cefdinir" "RTXOFQZKPXMALH-GHXIOONMSA-N" "C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O" 6.94135
"243" "Cefixime" "OKBVVJOGVLARMR-QSWIMTSFSA-N" "C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O" 7.7911
"244" "CefpodoximeA proxetil" "LTINZAODLRIQIX-OBEQYXGQSA-N" "CC(C)OC(=O)OC(C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)C(=NOC)C3=CSC(=N3)N)COC" 1.118533
"245" "Cerivastatin" "SEERZIQQUAZTOL-ANMDKAQQSA-N" "CC(C)C1=C(C(=C(C(=N1)C(C)C)/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)COC" 1.184533
"246" "Cetraxate" "FHRSHSOEWXUORL-UHFFFAOYSA-N" "C1CC(CCC1C[NH3+])C(=O)OC2=CC=C(C=C2)CCC(=O)[O-]" 5.28855
"247" "CGS 12066B" "LXFHSCDLMBZYKY-UHFFFAOYSA-N" "CN1CCN(CC1)C2=NC3=C(C=CC(=C3)C(F)(F)F)N4C2=CC=C4" 2.206183
"248" "CGS 15943" "MSJODEOZODDVGW-UHFFFAOYSA-N" "C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3N" 1.065483
"249" "CHEMBL1616521" "ZFMVWAWSKLAVOE-OOGIKFLQSA-N" "CC(=C)CN1CC[C@]23[C@@H]4C5=C(C[C@]2(C1CC6=C3C(=C(C=C6)O)O4)O)C7=CC=CC=C7N5" 2.92655
"250" "Chlordiazepoxide" "BUCORZSTKDOEKQ-UHFFFAOYSA-N" "CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O" 1.35425
"251" "Chlorpheniramine" "SOYKEARSMXGVTM-UHFFFAOYSA-N" "CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2" 2.539383
"252" "Choline [M]+" "OEYIOHPDSNJKLS-UHFFFAOYSA-N" "C[N+](C)(C)CCO" 5.22745
"253" "Cilastatin" "DHSUYTOATWAVLW-WFVMDLQDSA-N" "CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C" 7.6274
"254" "Cinanserin" "RSUVYMGADVXGOU-BUHFOSPRSA-N" "CN(C)CCCSC1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2" 2.606033
"255" "Cinnamaldehyde" "KJPRLNWUNMBNBZ-QPJJXVBHSA-N" "C1=CC=C(C=C1)/C=C/C=O" 9.181167
"256" "Cisapride" "DCSUBABJRXZOMT-UHFFFAOYSA-N" "COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F" 2.279183
"257" "Citalopram" "WSEQXVZVJXJVFP-UHFFFAOYSA-N" "CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F" 2.2117
"258" "Citrulline" "RHGKLRLOHDJJDR-BYPYZUCNSA-N" "C(C[C@@H](C(=O)O)N)CNC(=O)N" 8.744433
"259" "Cladribine" "PTOAARAWEBMLNO-KVQBGUIXSA-N" "C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3N)Cl)CO)O" 1.947517
"260" "Clarithromycin" "AGOYDEPGAOXOCK-KCBOHYOISA-N" "CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O" 2.996567
"261" "Clobazam" "CXOXHMZGEKVPMT-UHFFFAOYSA-N" "CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3" 1.095633
"262" "Clobenpropit" "UCAIEVHKDLMIFL-UHFFFAOYSA-N" "C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl" 6.13085
"263" "Clofazimine" "WDQPAMHFFCXSNU-UHFFFAOYSA-N" "CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl" 1.783367
"264" "Clomipramine" "GDLIGKIOYRNHDA-UHFFFAOYSA-N" "CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl" 2.30745
"265" "Clonidine" "GJSURZIOUXUGAL-UHFFFAOYSA-N" "C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl" 2.85225
"266" "Cocaethylene" "NMPOSNRHZIWLLL-XUWVNRHRSA-N" "CCOC(=O)[C@@H]1[C@H]2CC[C@H](N2C)C[C@@H]1OC(=O)C3=CC=CC=C3" 2.118183
"267" "Coniferylaldehyde" "DKZBBWMURDFHNE-NSCUHMNNSA-N" "COC1=C(C=CC(=C1)/C=C/C=O)O" 1.137283
"268" "Cordycepin" "OFEZSBMBBKLLBJ-BAJZRUMYSA-N" "C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO" 3.540367
"269" "Corticosterone" "OMFXVFTZEKFJBZ-HJTSIMOOSA-N" "C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O" 1.2527
"270" "Cortisol" "JYGXADMDTFJGBT-VWUMJDOOSA-N" "C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O" 1.300667
"271" "Cortisone" "MFYSYFVPBJMHGN-ZPOLXVRWSA-N" "C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C" 1.30755
"272" "Cortodoxone" "WHBHBVVOGNECLV-OBQKJFGGSA-N" "C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C" 1.146183
"273" "Corydaline" "VRSRXLJTYQVOHC-YEJXKQKISA-N" "C[C@@H]1[C@@H]2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)OC)OC" 1.516833
"274" "Cotinine" "UIKROCXWUNQSPJ-VIFPVBQESA-N" "CN1[C@@H](CCC1=O)C2=CN=CC=C2" 1.519633
"275" "Coumarin" "ZYGHJZDHTFUPRJ-UHFFFAOYSA-N" "C1=CC=C2C(=C1)C=CC(=O)O2" 1.08065
"276" "Creatine" "CVSVTCORWBXHQV-UHFFFAOYSA-N" "CN(CC(=O)O)C(=N)N" 8.0294
"277" "Creatinine" "DDRJAANPRJIHGJ-UHFFFAOYSA-N" "CN1CC(=O)N=C1N" 4.832733
"278" "Crotamiton" "DNTGGZPQPQTDQF-XBXARRHUSA-N" "CCN(C1=CC=CC=C1C)C(=O)/C=C/C" 0.9669833
"279" "Cyclo(Leu-Pro)" "SZJNCZMRZAUNQT-IUCAKERBSA-N" "CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N1" 1.285867
"280" "Cyclohexanamine" "PAFZNILMFXTMIY-UHFFFAOYSA-N" "C1CCC(CC1)N" 5.10005
"281" "Cyproheptadine" "JJCFRYNCJDLXIK-UHFFFAOYSA-N" "CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1" 2.309133
"282" "Cystathionine" "ILRYLPWNYFXEMH-WHFBIAKZSA-N" "C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N" 9.8493
"283" "Cysteic acid" "XVOYSCVBGLVSOL-REOHCLBHSA-N" "C([C@@H](C(=O)O)N)S(=O)(=O)O" 8.921717
"284" "Cysteine" "XUJNEKJLAYXESH-REOHCLBHSA-N" "C([C@@H](C(=O)O)N)S" 5.3146
"285" "Cystine" "LEVWYRKDKASIDU-IMJSIDKUSA-N" "C([C@@H](C(=O)[O-])[NH3+])SSC[C@@H](C(=O)[O-])[NH3+]" 9.9699
"286" "Cytarabine" "UHDGCWIWMRVCDJ-CCXZUQQUSA-N" "C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O" 6.721567
"287" "Cytidine-5'-monophosphate" "IERHLVCPSMICTF-XVFCMESISA-N" "C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O" 9.480233
"288" "Cytidine" "UHDGCWIWMRVCDJ-XVFCMESISA-N" "C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O" 6.8491
"289" "Cytosine" "OPTASPLRGRRNAP-UHFFFAOYSA-N" "C1=C(NC(=O)N=C1)N" 5.766667
"290" "Daidzein" "ZQSIJRDFPHDXIC-UHFFFAOYSA-N" "C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O" 1.3906
"291" "Dehydrocholic acid" "OHXPGWPVLFPUSM-KLRNGDHRSA-N" "C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CCC(=O)C4)C)C" 1.162217
"292" "delta-Hydroxylysine" "YSMODUONRAFBET-UHNVWZDZSA-N" "C(C[C@@H](C(=O)O)N)[C@H](CN)O" 9.769167
"293" "Desloratadine" "JAUOIFJMECXRGI-UHFFFAOYSA-N" "C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4" 4.903017
"294" "Desoximetasone" "VWVSBHGCDBMOOT-IIEHVVJPSA-N" "C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@H]1C(=O)CO)C)O)F)C" 1.134033
"295" "Dexbrompheniramine" "ZDIGNSYAACHWNL-HNNXBMFYSA-N" "CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2" 2.5596
"296" "Dexchlorpheniramine" "SOYKEARSMXGVTM-HNNXBMFYSA-N" "CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2" 2.541267
"297" "Dextrorphan" "JAQUASYNZVUNQP-PVAVHDDUSA-N" "CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)O" 3.871017
"298" "Diazepam" "AAOVKJBEBIDNHE-UHFFFAOYSA-N" "CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3" 1.100617
"299" "Diazoxide" "GDLBFKVLRPITMI-UHFFFAOYSA-N" "CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl" 1.091317
"300" "Diclofenac" "DCOPUUMXTXDBNB-UHFFFAOYSA-N" "C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl" 1.0831
"301" "Dihydrocapsaicin" "XJQPQKLURWNAAH-UHFFFAOYSA-N" "CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC" 1.072283
"302" "Dihydrozeatin" "XXFACTAYGKKOQB-UHFFFAOYSA-N" "CC(CCNC1=NC=NC2=C1NC=N2)CO" 2.9909
"303" "Dimethyl phthalate" "NIQCNGHVCWTJSM-UHFFFAOYSA-N" "COC(=O)C1=CC=CC=C1C(=O)OC" 1.044317
"304" "Dioctyl Phthalate" "MQIUGAXCHLFZKX-UHFFFAOYSA-N" "CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC" 0.9576833
"305" "Diphenoxylate" "HYPPXZBJBPSRLK-UHFFFAOYSA-N" "CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4" 1.411367
"306" "Diphenylcyclopropenone" "HCIBTBXNLVOFER-UHFFFAOYSA-N" "C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3" 1.01245
"307" "Disulfiram" "AUZONCFQVSMFAP-UHFFFAOYSA-N" "CCN(CC)C(=S)SSC(=S)N(CC)CC" 0.9267
"308" "Docetaxel" "ZDZOTLJHXYCWBA-VCVYQWHSSA-N" "CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O" 1.336783
